Site,Parameter,Date (LT),Year,Month,Day,Hour,AQI,AQI Category,24-hr. Midpoint Avg. Conc.,Raw Conc.,Conc. Unit,Duration,QC Name
New Delhi,PM2.5 - Principal,2016-01-01 01:00 AM,2016,01,01,01,316,6,265.5,322.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-01 02:00 AM,2016,01,01,02,319,6,268.9,395.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-01 03:00 AM,2016,01,01,03,331,6,280.8,433.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-01 04:00 AM,2016,01,01,04,337,6,287.3,413.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-01 05:00 AM,2016,01,01,05,340,6,289.5,401.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-01 06:00 AM,2016,01,01,06,342,6,291.5,383.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-01 07:00 AM,2016,01,01,07,346,6,295.5,386.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-01 08:00 AM,2016,01,01,08,352,6,302.2,372.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-01 09:00 AM,2016,01,01,09,360,6,310.4,354.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-01 10:00 AM,2016,01,01,10,364,6,313.6,297.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-01 11:00 AM,2016,01,01,11,361,6,311.4,196.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-01 12:00 PM,2016,01,01,12,360,6,310.0,138.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-01 01:00 PM,2016,01,01,13,358,6,307.6,238.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-01 02:00 PM,2016,01,01,14,356,6,306.2,356.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-01 03:00 PM,2016,01,01,15,351,6,301.3,258.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-01 04:00 PM,2016,01,01,16,343,6,293.1,142.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-01 05:00 PM,2016,01,01,17,335,6,284.8,135.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-01 06:00 PM,2016,01,01,18,327,6,276.5,207.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-01 07:00 PM,2016,01,01,19,320,6,269.3,298.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-01 08:00 PM,2016,01,01,20,313,6,262.2,385.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-01 09:00 PM,2016,01,01,21,307,6,256.6,343.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-01 10:00 PM,2016,01,01,22,303,6,252.3,321.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-01 11:00 PM,2016,01,01,23,303,6,252.8,310.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-02 12:00 AM,2016,01,02,00,305,6,254.5,300.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-02 01:00 AM,2016,01,02,01,308,6,257.8,290.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-02 02:00 AM,2016,01,02,02,306,6,255.5,277.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-02 03:00 AM,2016,01,02,03,297,5,247.3,236.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-02 04:00 AM,2016,01,02,04,293,5,243.7,213.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-02 05:00 AM,2016,01,02,05,294,5,244.2,201.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-02 06:00 AM,2016,01,02,06,295,5,245.1,212.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-02 07:00 AM,2016,01,02,07,293,5,243.0,215.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-02 08:00 AM,2016,01,02,08,288,5,238.7,237.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-02 09:00 AM,2016,01,02,09,284,5,234.0,252.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-02 10:00 AM,2016,01,02,10,284,5,234.0,308.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-02 11:00 AM,2016,01,02,11,284,5,234.7,238.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-02 12:00 PM,2016,01,02,12,286,5,236.1,217.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-02 01:00 PM,2016,01,02,13,289,5,239.7,181.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-02 02:00 PM,2016,01,02,14,293,5,243.5,161.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-02 03:00 PM,2016,01,02,15,299,5,248.9,172.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-02 04:00 PM,2016,01,02,16,310,6,259.6,152.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-02 05:00 PM,2016,01,02,17,323,6,273.1,158.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-02 06:00 PM,2016,01,02,18,335,6,284.4,156.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-02 07:00 PM,2016,01,02,19,348,6,297.9,194.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-02 08:00 PM,2016,01,02,20,359,6,309.1,273.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-02 09:00 PM,2016,01,02,21,367,6,317.6,344.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-02 10:00 PM,2016,01,02,22,378,6,328.5,338.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-02 11:00 PM,2016,01,02,23,388,6,338.5,343.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-03 12:00 AM,2016,01,03,00,392,6,342.0,385.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-03 01:00 AM,2016,01,03,01,394,6,344.6,382.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-03 02:00 AM,2016,01,03,02,395,6,345.5,406.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-03 03:00 AM,2016,01,03,03,395,6,345.6,494.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-03 04:00 AM,2016,01,03,04,396,6,346.1,536.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-03 05:00 AM,2016,01,03,05,396,6,346.0,472.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-03 06:00 AM,2016,01,03,06,396,6,346.0,536.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-03 07:00 AM,2016,01,03,07,396,6,346.0,484.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-03 08:00 AM,2016,01,03,08,395,6,345.0,442.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-03 09:00 AM,2016,01,03,09,396,6,346.0,513.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-03 10:00 AM,2016,01,03,10,393,6,343.7,549.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-03 11:00 AM,2016,01,03,11,393,6,343.2,322.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-03 12:00 PM,2016,01,03,12,393,6,343.3,279.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-03 01:00 PM,2016,01,03,13,392,6,342.8,202.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-03 02:00 PM,2016,01,03,14,393,6,342.9,163.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-03 03:00 PM,2016,01,03,15,392,6,342.1,184.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-03 04:00 PM,2016,01,03,16,388,6,338.4,151.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-03 05:00 PM,2016,01,03,17,382,6,332.3,156.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-03 06:00 PM,2016,01,03,18,377,6,327.2,157.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-03 07:00 PM,2016,01,03,19,370,6,320.0,171.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-03 08:00 PM,2016,01,03,20,365,6,314.9,297.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-03 09:00 PM,2016,01,03,21,362,6,312.2,288.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-03 10:00 PM,2016,01,03,22,359,6,309.1,327.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-03 11:00 PM,2016,01,03,23,359,6,308.8,344.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-04 12:00 AM,2016,01,04,00,365,6,314.7,374.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-04 01:00 AM,2016,01,04,01,368,6,317.7,384.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-04 02:00 AM,2016,01,04,02,376,6,326.3,387.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-04 03:00 AM,2016,01,04,03,385,6,335.5,404.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-04 04:00 AM,2016,01,04,04,393,6,343.2,390.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-04 05:00 AM,2016,01,04,05,402,6,352.3,351.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-04 06:00 AM,2016,01,04,06,408,6,360.7,361.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-04 07:00 AM,2016,01,04,07,414,6,369.7,362.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-04 08:00 AM,2016,01,04,08,421,6,380.1,377.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-04 09:00 AM,2016,01,04,09,425,6,386.6,439.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-04 10:00 AM,2016,01,04,10,430,6,393.8,542.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-04 11:00 AM,2016,01,04,11,434,6,400.5,463.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-04 12:00 PM,2016,01,04,12,438,6,406.7,352.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-04 01:00 PM,2016,01,04,13,441,6,411.1,409.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-04 02:00 PM,2016,01,04,14,442,6,412.3,384.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-04 03:00 PM,2016,01,04,15,443,6,414.4,367.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-04 04:00 PM,2016,01,04,16,444,6,414.9,370.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-04 05:00 PM,2016,01,04,17,444,6,416.0,358.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-04 06:00 PM,2016,01,04,18,446,6,418.5,372.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-04 07:00 PM,2016,01,04,19,447,6,419.7,421.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-04 08:00 PM,2016,01,04,20,447,6,420.9,453.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-04 09:00 PM,2016,01,04,21,449,6,422.9,462.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-04 10:00 PM,2016,01,04,22,449,6,422.8,488.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-04 11:00 PM,2016,01,04,23,446,6,419.1,492.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-05 12:00 AM,2016,01,05,00,446,6,417.9,480.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-05 01:00 AM,2016,01,05,01,445,6,416.6,-999.0,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,2016-01-05 02:00 AM,2016,01,05,02,439,6,408.4,435.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-05 03:00 AM,2016,01,05,03,432,6,398.0,415.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-05 04:00 AM,2016,01,05,04,427,6,390.6,416.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-05 05:00 AM,2016,01,05,05,423,6,383.6,408.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-05 06:00 AM,2016,01,05,06,420,6,379.3,390.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-05 07:00 AM,2016,01,05,07,417,6,375.2,388.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-05 08:00 AM,2016,01,05,08,414,6,369.9,424.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-05 09:00 AM,2016,01,05,09,410,6,364.7,437.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-05 10:00 AM,2016,01,05,10,408,6,360.8,457.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-05 11:00 AM,2016,01,05,11,404,6,355.3,435.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-05 12:00 PM,2016,01,05,12,398,6,348.8,322.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-05 01:00 PM,2016,01,05,13,394,6,343.9,221.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-05 02:00 PM,2016,01,05,14,396,6,346.5,143.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-05 03:00 PM,2016,01,05,15,396,6,346.3,199.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-05 04:00 PM,2016,01,05,16,399,6,349.5,209.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-05 05:00 PM,2016,01,05,17,403,6,353.4,258.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-05 06:00 PM,2016,01,05,18,406,6,358.4,278.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-05 07:00 PM,2016,01,05,19,410,6,364.4,299.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-05 08:00 PM,2016,01,05,20,414,6,369.9,333.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-05 09:00 PM,2016,01,05,21,416,6,373.4,373.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-05 10:00 PM,2016,01,05,22,418,6,376.5,361.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-05 11:00 PM,2016,01,05,23,422,6,382.1,343.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-06 12:00 AM,2016,01,06,00,420,6,379.1,367.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-06 01:00 AM,2016,01,06,01,419,6,377.3,407.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-06 02:00 AM,2016,01,06,02,419,6,377.6,430.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-06 03:00 AM,2016,01,06,03,420,6,379.7,491.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-06 04:00 AM,2016,01,06,04,420,6,379.3,509.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-06 05:00 AM,2016,01,06,05,419,6,377.5,529.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-06 06:00 AM,2016,01,06,06,417,6,374.9,534.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-06 07:00 AM,2016,01,06,07,415,6,372.1,520.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-06 08:00 AM,2016,01,06,08,414,6,370.5,507.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-06 09:00 AM,2016,01,06,09,413,6,368.5,511.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-06 10:00 AM,2016,01,06,10,412,6,366.6,593.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-06 11:00 AM,2016,01,06,11,412,6,366.5,363.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-06 12:00 PM,2016,01,06,12,412,6,367.4,279.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-06 01:00 PM,2016,01,06,13,412,6,367.3,228.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-06 02:00 PM,2016,01,06,14,411,6,365.5,194.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-06 03:00 PM,2016,01,06,15,409,6,363.0,188.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-06 04:00 PM,2016,01,06,16,406,6,357.4,166.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-06 05:00 PM,2016,01,06,17,401,6,351.2,196.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-06 06:00 PM,2016,01,06,18,396,6,345.9,211.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-06 07:00 PM,2016,01,06,19,391,6,341.4,259.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-06 08:00 PM,2016,01,06,20,389,6,339.4,286.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-06 09:00 PM,2016,01,06,21,390,6,340.2,327.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-06 10:00 PM,2016,01,06,22,392,6,342.0,360.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-06 11:00 PM,2016,01,06,23,392,6,342.6,363.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-07 12:00 AM,2016,01,07,00,402,6,352.2,366.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-07 01:00 AM,2016,01,07,01,407,6,359.1,364.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-07 02:00 AM,2016,01,07,02,410,6,364.3,369.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-07 03:00 AM,2016,01,07,03,415,6,372.2,-999.0,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,2016-01-07 04:00 AM,2016,01,07,04,423,6,383.5,366.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-07 05:00 AM,2016,01,07,05,434,6,400.5,406.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-07 06:00 AM,2016,01,07,06,440,6,409.8,431.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-07 07:00 AM,2016,01,07,07,447,6,419.4,475.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-07 08:00 AM,2016,01,07,08,452,6,427.0,524.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-07 09:00 AM,2016,01,07,09,456,6,434.1,552.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-07 10:00 AM,2016,01,07,10,461,6,441.7,608.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-07 11:00 AM,2016,01,07,11,467,6,450.6,584.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-07 12:00 PM,2016,01,07,12,473,6,460.0,437.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-07 01:00 PM,2016,01,07,13,479,6,468.6,349.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-07 02:00 PM,2016,01,07,14,485,6,478.4,374.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-07 03:00 PM,2016,01,07,15,492,6,489.0,448.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-07 04:00 PM,2016,01,07,16,495,6,493.4,558.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-07 05:00 PM,2016,01,07,17,501,6,501.9,409.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-07 06:00 PM,2016,01,07,18,505,6,508.7,432.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-07 07:00 PM,2016,01,07,19,508,6,512.6,434.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-07 08:00 PM,2016,01,07,20,508,6,512.0,450.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-07 09:00 PM,2016,01,07,21,503,6,505.0,501.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-07 10:00 PM,2016,01,07,22,498,6,497.8,566.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-07 11:00 PM,2016,01,07,23,491,6,486.7,577.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-08 12:00 AM,2016,01,08,00,484,6,476.6,566.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-08 01:00 AM,2016,01,08,01,484,6,475.5,589.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-08 02:00 AM,2016,01,08,02,488,6,482.0,613.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-08 03:00 AM,2016,01,08,03,487,6,480.2,594.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-08 04:00 AM,2016,01,08,04,484,6,476.6,570.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-08 05:00 AM,2016,01,08,05,474,6,461.6,568.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-08 06:00 AM,2016,01,08,06,469,6,454.2,526.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-08 07:00 AM,2016,01,08,07,464,6,445.2,461.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-08 08:00 AM,2016,01,08,08,457,6,435.5,355.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-08 09:00 AM,2016,01,08,09,451,6,426.5,380.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-08 10:00 AM,2016,01,08,10,448,6,421.7,342.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-08 11:00 AM,2016,01,08,11,443,6,413.4,340.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-08 12:00 PM,2016,01,08,12,436,6,403.0,410.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-08 01:00 PM,2016,01,08,13,429,6,392.3,505.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-08 02:00 PM,2016,01,08,14,421,6,380.5,332.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-08 03:00 PM,2016,01,08,15,412,6,366.5,362.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-08 04:00 PM,2016,01,08,16,403,6,353.1,197.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-08 05:00 PM,2016,01,08,17,390,6,340.2,232.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-08 06:00 PM,2016,01,08,18,375,6,325.5,215.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-08 07:00 PM,2016,01,08,19,363,6,313.2,203.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-08 08:00 PM,2016,01,08,20,357,6,307.0,234.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-08 09:00 PM,2016,01,08,21,358,6,307.6,385.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-08 10:00 PM,2016,01,08,22,356,6,306.5,367.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-08 11:00 PM,2016,01,08,23,355,6,305.1,327.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-09 12:00 AM,2016,01,09,00,350,6,299.7,310.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-09 01:00 AM,2016,01,09,01,339,6,289.0,306.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-09 02:00 AM,2016,01,09,02,323,6,273.0,277.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-09 03:00 AM,2016,01,09,03,313,6,263.0,271.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-09 04:00 AM,2016,01,09,04,301,6,250.5,262.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-09 05:00 AM,2016,01,09,05,294,5,244.7,214.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-09 06:00 AM,2016,01,09,06,287,5,237.4,230.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-09 07:00 AM,2016,01,09,07,282,5,231.8,313.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-09 08:00 AM,2016,01,09,08,278,5,227.8,369.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-09 09:00 AM,2016,01,09,09,273,5,223.4,353.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-09 10:00 AM,2016,01,09,10,264,5,214.5,309.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-09 11:00 AM,2016,01,09,11,258,5,208.4,212.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-01-09 12:00 PM,2016,01,09,12,255,5,204.8,152.0,UG/M3,1 Hr,Valid
