Site,Parameter,Date (LT),Year,Month,Day,Hour,AQI,AQI Category,24-hr. Midpoint Avg. Conc.,Raw Conc.,Conc. Unit,Duration,QC Name
New Delhi,PM2.5 - Principal,2016-04-11 01:00 AM,2016,04,11,01,116,3,41.4,39.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-11 02:00 AM,2016,04,11,02,116,3,41.4,22.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-11 03:00 AM,2016,04,11,03,116,3,41.4,31.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-11 04:00 AM,2016,04,11,04,115,3,41.0,38.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-11 05:00 AM,2016,04,11,05,114,3,40.8,84.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-11 06:00 AM,2016,04,11,06,114,3,40.6,48.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-11 07:00 AM,2016,04,11,07,113,3,40.5,43.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-11 08:00 AM,2016,04,11,08,113,3,40.3,39.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-11 09:00 AM,2016,04,11,09,111,3,39.5,26.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-11 10:00 AM,2016,04,11,10,105,3,37.2,12.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-11 11:00 AM,2016,04,11,11,98,2,34.4,24.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-11 12:00 PM,2016,04,11,12,93,2,31.9,34.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-11 01:00 PM,2016,04,11,13,88,2,29.7,22.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-11 02:00 PM,2016,04,11,14,87,2,29.2,23.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-11 03:00 PM,2016,04,11,15,87,2,29.0,18.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-11 04:00 PM,2016,04,11,16,86,2,28.8,15.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-11 05:00 PM,2016,04,11,17,85,2,28.4,19.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-11 06:00 PM,2016,04,11,18,81,2,26.4,20.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-11 07:00 PM,2016,04,11,19,82,2,26.9,23.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-11 08:00 PM,2016,04,11,20,83,2,27.1,26.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-11 09:00 PM,2016,04,11,21,84,2,27.9,32.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-11 10:00 PM,2016,04,11,22,89,2,30.0,28.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-11 11:00 PM,2016,04,11,23,93,2,32.0,23.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-12 12:00 AM,2016,04,12,00,93,2,32.1,25.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-12 01:00 AM,2016,04,12,01,91,2,31.3,28.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-12 02:00 AM,2016,04,12,02,91,2,31.2,16.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-12 03:00 AM,2016,04,12,03,91,2,31.1,27.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-12 04:00 AM,2016,04,12,04,90,2,30.8,27.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-12 05:00 AM,2016,04,12,05,90,2,30.8,36.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-12 06:00 AM,2016,04,12,06,90,2,30.7,60.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-12 07:00 AM,2016,04,12,07,90,2,30.7,48.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-12 08:00 AM,2016,04,12,08,90,2,30.7,58.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-12 09:00 AM,2016,04,12,09,90,2,30.7,78.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-12 10:00 AM,2016,04,12,10,90,2,30.5,58.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-12 11:00 AM,2016,04,12,11,91,2,31.1,27.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-12 12:00 PM,2016,04,12,12,93,2,32.2,16.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-12 01:00 PM,2016,04,12,13,94,2,32.5,18.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-12 02:00 PM,2016,04,12,14,95,2,33.2,21.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-12 03:00 PM,2016,04,12,15,97,2,33.9,12.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-12 04:00 PM,2016,04,12,16,97,2,34.2,15.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-12 05:00 PM,2016,04,12,17,100,2,35.3,16.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-12 06:00 PM,2016,04,12,18,102,3,36.0,19.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-12 07:00 PM,2016,04,12,19,105,3,37.3,23.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-12 08:00 PM,2016,04,12,20,111,3,39.6,26.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-12 09:00 PM,2016,04,12,21,123,3,44.3,28.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-12 10:00 PM,2016,04,12,22,130,3,47.3,43.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-12 11:00 PM,2016,04,12,23,132,3,48.2,50.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-13 12:00 AM,2016,04,13,00,132,3,48.0,32.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-13 01:00 AM,2016,04,13,01,133,3,48.4,43.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-13 02:00 AM,2016,04,13,02,132,3,48.1,33.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-13 03:00 AM,2016,04,13,03,131,3,47.8,36.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-13 04:00 AM,2016,04,13,04,132,3,47.9,52.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-13 05:00 AM,2016,04,13,05,132,3,48.0,53.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-13 06:00 AM,2016,04,13,06,133,3,48.3,91.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-13 07:00 AM,2016,04,13,07,132,3,48.2,103.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-13 08:00 AM,2016,04,13,08,133,3,48.3,172.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-13 09:00 AM,2016,04,13,09,133,3,48.3,150.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-13 10:00 AM,2016,04,13,10,135,3,49.2,79.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-13 11:00 AM,2016,04,13,11,137,3,50.3,23.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-13 12:00 PM,2016,04,13,12,142,3,52.2,24.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-13 01:00 PM,2016,04,13,13,149,3,54.8,11.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-13 02:00 PM,2016,04,13,14,152,4,57.6,14.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-13 03:00 PM,2016,04,13,15,154,4,61.2,15.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-13 04:00 PM,2016,04,13,16,155,4,63.2,16.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-13 05:00 PM,2016,04,13,17,156,4,64.5,24.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-13 06:00 PM,2016,04,13,18,156,4,65.7,17.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-13 07:00 PM,2016,04,13,19,156,4,64.3,25.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-13 08:00 PM,2016,04,13,20,155,4,62.6,27.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-13 09:00 PM,2016,04,13,21,153,4,58.7,49.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-13 10:00 PM,2016,04,13,22,151,4,56.2,69.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-13 11:00 PM,2016,04,13,23,153,4,58.7,95.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-14 12:00 AM,2016,04,14,00,154,4,60.4,95.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-14 01:00 AM,2016,04,14,01,154,4,60.6,110.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-14 02:00 AM,2016,04,14,02,154,4,60.8,121.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-14 03:00 AM,2016,04,14,03,154,4,61.1,82.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-14 04:00 AM,2016,04,14,04,154,4,61.3,85.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-14 05:00 AM,2016,04,14,05,154,4,61.1,80.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-14 06:00 AM,2016,04,14,06,154,4,60.9,59.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-14 07:00 AM,2016,04,14,07,154,4,60.9,61.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-14 08:00 AM,2016,04,14,08,154,4,60.8,80.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-14 09:00 AM,2016,04,14,09,154,4,61.5,90.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-14 10:00 AM,2016,04,14,10,155,4,63.9,137.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-14 11:00 AM,2016,04,14,11,156,4,65.2,64.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-14 12:00 PM,2016,04,14,12,156,4,65.4,29.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-14 01:00 PM,2016,04,14,13,156,4,66.1,16.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-14 02:00 PM,2016,04,14,14,157,4,66.2,22.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-14 03:00 PM,2016,04,14,15,157,4,66.8,19.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-14 04:00 PM,2016,04,14,16,158,4,69.8,11.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-14 05:00 PM,2016,04,14,17,160,4,73.0,20.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-14 06:00 PM,2016,04,14,18,161,4,74.7,17.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-14 07:00 PM,2016,04,14,19,162,4,77.7,23.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-14 08:00 PM,2016,04,14,20,165,4,82.7,42.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-14 09:00 PM,2016,04,14,21,169,4,90.0,108.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-14 10:00 PM,2016,04,14,22,171,4,94.6,100.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-14 11:00 PM,2016,04,14,23,170,4,91.7,99.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-15 12:00 AM,2016,04,15,00,169,4,91.1,113.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-15 01:00 AM,2016,04,15,01,170,4,91.8,112.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-15 02:00 AM,2016,04,15,02,170,4,92.2,136.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-15 03:00 AM,2016,04,15,03,170,4,92.2,153.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-15 04:00 AM,2016,04,15,04,170,4,92.2,161.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-15 05:00 AM,2016,04,15,05,170,4,92.9,123.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-15 06:00 AM,2016,04,15,06,170,4,93.2,131.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-15 07:00 AM,2016,04,15,07,171,4,93.8,180.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-15 08:00 AM,2016,04,15,08,171,4,94.5,256.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-15 09:00 AM,2016,04,15,09,172,4,95.7,199.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-15 10:00 AM,2016,04,15,10,171,4,94.5,69.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-15 11:00 AM,2016,04,15,11,171,4,93.9,48.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-15 12:00 PM,2016,04,15,12,171,4,93.8,47.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-15 01:00 PM,2016,04,15,13,171,4,93.6,26.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-15 02:00 PM,2016,04,15,14,171,4,93.8,20.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-15 03:00 PM,2016,04,15,15,171,4,93.5,19.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-15 04:00 PM,2016,04,15,16,170,4,93.2,28.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-15 05:00 PM,2016,04,15,17,171,4,94.6,27.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-15 06:00 PM,2016,04,15,18,173,4,98.2,33.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-15 07:00 PM,2016,04,15,19,175,4,101.7,40.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-15 08:00 PM,2016,04,15,20,174,4,100.0,71.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-15 09:00 PM,2016,04,15,21,171,4,94.7,79.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-15 10:00 PM,2016,04,15,22,170,4,91.5,84.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-15 11:00 PM,2016,04,15,23,169,4,91.2,98.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-16 12:00 AM,2016,04,16,00,170,4,91.5,108.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-16 01:00 AM,2016,04,16,01,169,4,90.8,116.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-16 02:00 AM,2016,04,16,02,169,4,90.9,130.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-16 03:00 AM,2016,04,16,03,169,4,91.2,144.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-16 04:00 AM,2016,04,16,04,169,4,91.2,195.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-16 05:00 AM,2016,04,16,05,169,4,91.0,210.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-16 06:00 AM,2016,04,16,06,169,4,90.7,216.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-16 07:00 AM,2016,04,16,07,169,4,90.0,137.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-16 08:00 AM,2016,04,16,08,169,4,89.6,129.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-16 09:00 AM,2016,04,16,09,168,4,88.2,122.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-16 10:00 AM,2016,04,16,10,168,4,88.5,62.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-16 11:00 AM,2016,04,16,11,168,4,88.9,57.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-16 12:00 PM,2016,04,16,12,169,4,89.5,29.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-16 01:00 PM,2016,04,16,13,168,4,89.1,28.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-16 02:00 PM,2016,04,16,14,167,4,87.4,28.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-16 03:00 PM,2016,04,16,15,167,4,86.1,19.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-16 04:00 PM,2016,04,16,16,166,4,84.6,22.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-16 05:00 PM,2016,04,16,17,163,4,79.5,21.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-16 06:00 PM,2016,04,16,18,160,4,72.2,17.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-16 07:00 PM,2016,04,16,19,156,4,64.4,29.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-16 08:00 PM,2016,04,16,20,153,4,60.2,39.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-16 09:00 PM,2016,04,16,21,152,4,58.3,85.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-16 10:00 PM,2016,04,16,22,152,4,56.5,93.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-16 11:00 PM,2016,04,16,23,151,4,56.0,112.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-17 12:00 AM,2016,04,17,00,151,4,55.7,100.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-17 01:00 AM,2016,04,17,01,152,4,56.6,74.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-17 02:00 AM,2016,04,17,02,152,4,57.0,100.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-17 03:00 AM,2016,04,17,03,152,4,57.4,108.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-17 04:00 AM,2016,04,17,04,152,4,57.7,72.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-17 05:00 AM,2016,04,17,05,152,4,57.9,34.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-17 06:00 AM,2016,04,17,06,152,4,58.0,30.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-17 07:00 AM,2016,04,17,07,152,4,58.4,36.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-17 08:00 AM,2016,04,17,08,153,4,59.0,83.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-17 09:00 AM,2016,04,17,09,153,4,59.4,79.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-17 10:00 AM,2016,04,17,10,153,4,59.6,51.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-17 11:00 AM,2016,04,17,11,153,4,59.0,48.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-17 12:00 PM,2016,04,17,12,151,4,56.4,51.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-17 01:00 PM,2016,04,17,13,147,3,54.2,38.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-17 02:00 PM,2016,04,17,14,145,3,53.3,37.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-17 03:00 PM,2016,04,17,15,139,3,50.9,26.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-17 04:00 PM,2016,04,17,16,133,3,48.4,27.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-17 05:00 PM,2016,04,17,17,129,3,46.9,25.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-17 06:00 PM,2016,04,17,18,131,3,47.5,25.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-17 07:00 PM,2016,04,17,19,134,3,48.9,43.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-17 08:00 PM,2016,04,17,20,141,3,51.7,49.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-17 09:00 PM,2016,04,17,21,141,3,51.7,90.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-17 10:00 PM,2016,04,17,22,140,3,51.2,79.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-17 11:00 PM,2016,04,17,23,142,3,52.0,50.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-18 12:00 AM,2016,04,18,00,142,3,52.1,47.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-18 01:00 AM,2016,04,18,01,141,3,51.6,52.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-18 02:00 AM,2016,04,18,02,141,3,51.7,43.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-18 03:00 AM,2016,04,18,03,140,3,51.3,48.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-18 04:00 AM,2016,04,18,04,139,3,50.9,36.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-18 05:00 AM,2016,04,18,05,139,3,51.0,49.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-18 06:00 AM,2016,04,18,06,138,3,50.7,62.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-18 07:00 AM,2016,04,18,07,139,3,51.0,103.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-18 08:00 AM,2016,04,18,08,138,3,50.5,83.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-18 09:00 AM,2016,04,18,09,137,3,50.3,68.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-18 10:00 AM,2016,04,18,10,136,3,49.6,70.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-18 11:00 AM,2016,04,18,11,136,3,49.8,51.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-18 12:00 PM,2016,04,18,12,140,3,51.5,39.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-18 01:00 PM,2016,04,18,13,146,3,53.7,40.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-18 02:00 PM,2016,04,18,14,151,4,55.7,28.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-18 03:00 PM,2016,04,18,15,152,4,58.0,16.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-18 04:00 PM,2016,04,18,16,154,4,60.5,28.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-18 05:00 PM,2016,04,18,17,155,4,63.2,20.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-18 06:00 PM,2016,04,18,18,156,4,65.5,30.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-18 07:00 PM,2016,04,18,19,157,4,67.1,31.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-18 08:00 PM,2016,04,18,20,157,4,67.3,45.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-18 09:00 PM,2016,04,18,21,158,4,69.0,74.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-18 10:00 PM,2016,04,18,22,159,4,71.3,83.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-18 11:00 PM,2016,04,18,23,160,4,73.2,92.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-19 12:00 AM,2016,04,19,00,162,4,77.7,98.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-19 01:00 AM,2016,04,19,01,166,4,83.8,100.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-19 02:00 AM,2016,04,19,02,167,4,86.6,100.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-19 03:00 AM,2016,04,19,03,167,4,86.5,106.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-19 04:00 AM,2016,04,19,04,167,4,87.0,103.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-19 05:00 AM,2016,04,19,05,167,4,87.0,103.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-19 06:00 AM,2016,04,19,06,167,4,87.2,101.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-19 07:00 AM,2016,04,19,07,167,4,87.4,108.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-19 08:00 AM,2016,04,19,08,168,4,87.9,124.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-19 09:00 AM,2016,04,19,09,169,4,89.7,123.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-19 10:00 AM,2016,04,19,10,169,4,91.0,114.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-19 11:00 AM,2016,04,19,11,169,4,90.0,161.0,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2016-04-19 12:00 PM,2016,04,19,12,168,4,88.0,184.0,UG/M3,1 Hr,Valid
